"taxonKey","year","obs","cobs","ncells","c_ncells","classKey","protected","classsKey"
5289686,1980,0,0,0,0,196,FALSE,NA
5289686,1981,24,67,16,12,196,FALSE,NA
5289686,1982,12,12,11,8,196,FALSE,NA
5289686,1983,17,99,17,12,196,FALSE,NA
5289686,1984,12,72,12,9,196,FALSE,NA
5289686,1985,5,65,5,4,196,FALSE,NA
5289686,1986,14,100,13,9,196,FALSE,NA
5289686,1987,3,24,3,2,196,FALSE,NA
5289686,1988,16,392,15,12,196,FALSE,NA
5289686,1989,4,12,4,3,196,FALSE,NA
5289686,1990,14,198,13,9,196,FALSE,NA
5289686,1991,22,116,18,11,196,FALSE,NA
5289686,1992,16,110,15,12,196,FALSE,NA
5289686,1993,9,67,9,5,196,FALSE,NA
5289686,1994,23,304,21,19,196,FALSE,NA
5289686,1995,16,136,16,11,196,FALSE,NA
5289686,1996,18,230,18,18,196,FALSE,NA
5289686,1997,53,776,50,46,196,FALSE,NA
5289686,1998,48,547,43,40,196,FALSE,NA
5289686,1999,245,1240,197,171,196,FALSE,NA
5289686,2000,205,683,158,139,196,FALSE,NA
5289686,2001,109,956,99,86,196,FALSE,NA
5289686,2002,127,1053,113,104,196,FALSE,NA
5289686,2003,114,631,86,71,196,FALSE,NA
5289686,2004,27,378,24,21,196,FALSE,NA
5289686,2005,39,328,38,33,196,FALSE,NA
5289686,2006,63,721,56,47,196,FALSE,NA
5289686,2007,74,753,70,61,196,FALSE,NA
5289686,2008,67,676,65,56,196,FALSE,NA
5289686,2009,87,564,81,66,196,FALSE,NA
5289686,2010,95,872,90,77,196,FALSE,NA
5289686,2011,86,784,80,68,196,FALSE,NA
5289686,2012,93,819,88,78,196,FALSE,NA
5289686,2013,103,1033,90,81,196,FALSE,NA
5289686,2014,81,866,74,68,196,FALSE,NA
5289686,2015,147,2454,130,116,196,FALSE,NA
5289686,2016,81,1384,74,70,196,FALSE,NA
5289686,2017,119,2397,103,95,196,FALSE,NA
5289686,2018,128,2305,123,114,196,FALSE,NA
5289686,2019,106,1098,96,93,196,FALSE,NA
5289686,2020,156,2410,128,111,196,FALSE,NA
5289686,2021,85,153,71,38,196,FALSE,NA
5289686,2022,0,0,0,0,196,FALSE,NA
5285637,1951,3,1,3,1,194,FALSE,NA
5285637,1952,1,0,1,0,194,FALSE,NA
5285637,1953,2,0,2,0,194,FALSE,NA
5285637,1954,2,0,2,0,194,FALSE,NA
5285637,1955,2,3,2,1,194,FALSE,NA
5285637,1956,1,0,1,0,194,FALSE,NA
5285637,1957,2,0,2,0,194,FALSE,NA
5285637,1958,1,0,1,0,194,FALSE,NA
5285637,1959,1,0,1,0,194,FALSE,NA
5285637,1960,1,1,1,1,194,FALSE,NA
5285637,1961,0,0,0,0,194,FALSE,NA
5285637,1962,0,0,0,0,194,FALSE,NA
5285637,1963,3,0,3,0,194,FALSE,NA
5285637,1964,1,0,1,0,194,FALSE,NA
5285637,1965,2,0,2,0,194,FALSE,NA
5285637,1966,0,0,0,0,194,FALSE,NA
5285637,1967,0,0,0,0,194,FALSE,NA
5285637,1968,2,0,2,0,194,FALSE,NA
5285637,1969,1,0,1,0,194,FALSE,NA
5285637,1970,1,0,1,0,194,FALSE,NA
5285637,1971,0,0,0,0,194,FALSE,NA
5285637,1972,3,0,3,0,194,FALSE,NA
5285637,1973,8,1,8,1,194,FALSE,NA
5285637,1974,4,1,4,1,194,FALSE,NA
5285637,1975,6,0,5,0,194,FALSE,NA
5285637,1976,2,0,2,0,194,FALSE,NA
5285637,1977,73,4,9,3,194,FALSE,NA
5285637,1978,4,0,4,0,194,FALSE,NA
5285637,1979,4,0,4,0,194,FALSE,NA
5285637,1980,61,1,14,1,194,FALSE,NA
5285637,1981,17,0,15,0,194,FALSE,NA
5285637,1982,16,1,15,1,194,FALSE,NA
5285637,1983,30,14,11,7,194,FALSE,NA
5285637,1984,243,119,89,32,194,FALSE,NA
5285637,1985,19,7,15,2,194,FALSE,NA
5285637,1986,17,9,16,5,194,FALSE,NA
5285637,1987,10,0,10,0,194,FALSE,NA
5285637,1988,39,1,37,1,194,FALSE,NA
5285637,1989,70,0,22,0,194,FALSE,NA
5285637,1990,21,0,17,0,194,FALSE,NA
5285637,1991,16,0,16,0,194,FALSE,NA
5285637,1992,30,1,9,1,194,FALSE,NA
5285637,1993,32,8,12,6,194,FALSE,NA
5285637,1994,29,13,26,11,194,FALSE,NA
5285637,1995,49,14,44,13,194,FALSE,NA
5285637,1996,68,78,31,10,194,FALSE,NA
5285637,1997,656,113,588,88,194,FALSE,NA
5285637,1998,186,100,158,54,194,FALSE,NA
5285637,1999,348,164,244,95,194,FALSE,NA
5285637,2000,160,26,130,25,194,FALSE,NA
5285637,2001,257,130,228,70,194,FALSE,NA
5285637,2002,187,71,160,38,194,FALSE,NA
5285637,2003,130,49,120,30,194,FALSE,NA
5285637,2004,130,71,113,45,194,FALSE,NA
5285637,2005,97,71,92,32,194,FALSE,NA
5285637,2006,109,57,104,32,194,FALSE,NA
5285637,2007,146,48,139,34,194,FALSE,NA
5285637,2008,349,83,202,51,194,FALSE,NA
5285637,2009,227,132,201,69,194,FALSE,NA
5285637,2010,284,141,244,76,194,FALSE,NA
5285637,2011,272,125,235,79,194,FALSE,NA
5285637,2012,339,173,289,103,194,FALSE,NA
5285637,2013,345,199,280,105,194,FALSE,NA
5285637,2014,358,195,290,108,194,FALSE,NA
5285637,2015,477,156,316,89,194,FALSE,NA
5285637,2016,454,359,311,124,194,FALSE,NA
5285637,2017,509,194,348,102,194,FALSE,NA
5285637,2018,500,244,347,121,194,FALSE,NA
5285637,2019,627,228,345,103,194,FALSE,NA
5285637,2020,602,166,368,95,194,FALSE,NA
5285637,2021,542,110,293,59,194,FALSE,NA
5285637,2022,0,0,0,0,194,FALSE,NA
5786666,1951,4,0,3,0,359,FALSE,NA
5786666,1952,0,0,0,0,359,FALSE,NA
5786666,1953,0,0,0,0,359,FALSE,NA
5786666,1954,0,0,0,0,359,FALSE,NA
5786666,1955,0,0,0,0,359,FALSE,NA
5786666,1956,0,0,0,0,359,FALSE,NA
5786666,1957,0,0,0,0,359,FALSE,NA
5786666,1958,0,0,0,0,359,FALSE,NA
5786666,1959,0,0,0,0,359,FALSE,NA
5786666,1960,0,0,0,0,359,FALSE,NA
5786666,1961,0,0,0,0,359,FALSE,NA
5786666,1962,0,0,0,0,359,FALSE,NA
5786666,1963,0,0,0,0,359,FALSE,NA
5786666,1964,0,0,0,0,359,FALSE,NA
5786666,1965,0,0,0,0,359,FALSE,NA
5786666,1966,0,0,0,0,359,FALSE,NA
5786666,1967,0,0,0,0,359,FALSE,NA
5786666,1968,0,0,0,0,359,FALSE,NA
5786666,1969,0,0,0,0,359,FALSE,NA
5786666,1970,0,0,0,0,359,FALSE,NA
5786666,1971,0,0,0,0,359,FALSE,NA
5786666,1972,0,0,0,0,359,FALSE,NA
5786666,1973,0,0,0,0,359,FALSE,NA
5786666,1974,0,0,0,0,359,FALSE,NA
5786666,1975,0,0,0,0,359,FALSE,NA
5786666,1976,0,0,0,0,359,FALSE,NA
5786666,1977,0,0,0,0,359,FALSE,NA
5786666,1978,0,0,0,0,359,FALSE,NA
5786666,1979,0,0,0,0,359,FALSE,NA
5786666,1980,0,0,0,0,359,FALSE,NA
5786666,1981,0,0,0,0,359,FALSE,NA
5786666,1982,0,0,0,0,359,FALSE,NA
5786666,1983,0,0,0,0,359,FALSE,NA
5786666,1984,0,0,0,0,359,FALSE,NA
5786666,1985,0,0,0,0,359,FALSE,NA
5786666,1986,0,0,0,0,359,FALSE,NA
5786666,1987,0,0,0,0,359,FALSE,NA
5786666,1988,0,0,0,0,359,FALSE,NA
5786666,1989,0,0,0,0,359,FALSE,NA
5786666,1990,0,0,0,0,359,FALSE,NA
5786666,1991,0,0,0,0,359,FALSE,NA
5786666,1992,0,0,0,0,359,FALSE,NA
5786666,1993,0,0,0,0,359,FALSE,NA
5786666,1994,0,0,0,0,359,FALSE,NA
5786666,1995,0,0,0,0,359,FALSE,NA
5786666,1996,0,0,0,0,359,FALSE,NA
5786666,1997,0,0,0,0,359,FALSE,NA
5786666,1998,0,0,0,0,359,FALSE,NA
5786666,1999,0,0,0,0,359,FALSE,NA
5786666,2000,0,0,0,0,359,FALSE,NA
5786666,2001,0,0,0,0,359,FALSE,NA
5786666,2002,0,0,0,0,359,FALSE,NA
5786666,2003,0,0,0,0,359,FALSE,NA
5786666,2004,0,0,0,0,359,FALSE,NA
5786666,2005,0,0,0,0,359,FALSE,NA
5786666,2006,0,0,0,0,359,FALSE,NA
5786666,2007,0,0,0,0,359,FALSE,NA
5786666,2008,0,0,0,0,359,FALSE,NA
5786666,2009,0,0,0,0,359,FALSE,NA
5786666,2010,0,0,0,0,359,FALSE,NA
5786666,2011,0,0,0,0,359,FALSE,NA
5786666,2012,0,0,0,0,359,FALSE,NA
5786666,2013,0,0,0,0,359,FALSE,NA
5786666,2014,0,0,0,0,359,FALSE,NA
5786666,2015,0,0,0,0,359,FALSE,NA
5786666,2016,0,0,0,0,359,FALSE,NA
5786666,2017,0,0,0,0,359,FALSE,NA
5786666,2018,0,0,0,0,359,FALSE,NA
5786666,2019,0,0,0,0,359,FALSE,NA
5786666,2020,0,0,0,0,359,FALSE,NA
5786666,2021,0,0,0,0,359,FALSE,NA
5786666,2022,0,0,0,0,359,FALSE,NA
5384390,1951,2,14,2,2,220,FALSE,NA
5384390,1952,1,0,1,0,220,FALSE,NA
5384390,1953,2,2,2,2,220,FALSE,NA
5384390,1954,0,0,0,0,220,FALSE,NA
5384390,1955,0,0,0,0,220,FALSE,NA
5384390,1956,0,0,0,0,220,FALSE,NA
5384390,1957,0,0,0,0,220,FALSE,NA
5384390,1958,0,0,0,0,220,FALSE,NA
5384390,1959,0,0,0,0,220,FALSE,NA
5384390,1960,0,0,0,0,220,FALSE,NA
5384390,1961,0,0,0,0,220,FALSE,NA
5384390,1962,0,0,0,0,220,FALSE,NA
5384390,1963,0,0,0,0,220,FALSE,NA
5384390,1964,0,0,0,0,220,FALSE,NA
5384390,1965,0,0,0,0,220,FALSE,NA
5384390,1966,0,0,0,0,220,FALSE,NA
5384390,1967,0,0,0,0,220,FALSE,NA
5384390,1968,0,0,0,0,220,FALSE,NA
5384390,1969,0,0,0,0,220,FALSE,NA
5384390,1970,0,0,0,0,220,FALSE,NA
5384390,1971,0,0,0,0,220,FALSE,NA
5384390,1972,0,0,0,0,220,FALSE,NA
5384390,1973,0,0,0,0,220,FALSE,NA
5384390,1974,0,0,0,0,220,FALSE,NA
5384390,1975,1,8,1,1,220,FALSE,NA
5384390,1976,0,0,0,0,220,FALSE,NA
5384390,1977,0,0,0,0,220,FALSE,NA
5384390,1978,0,0,0,0,220,FALSE,NA
5384390,1979,0,0,0,0,220,FALSE,NA
5384390,1980,0,0,0,0,220,FALSE,NA
5384390,1981,1,1,1,1,220,FALSE,NA
5384390,1982,0,0,0,0,220,FALSE,NA
5384390,1983,1,91,1,1,220,FALSE,NA
5384390,1984,0,0,0,0,220,FALSE,NA
5384390,1985,0,0,0,0,220,FALSE,NA
5384390,1986,0,0,0,0,220,FALSE,NA
5384390,1987,3,62,3,3,220,FALSE,NA
5384390,1988,0,0,0,0,220,FALSE,NA
5384390,1989,0,0,0,0,220,FALSE,NA
5384390,1990,2,221,2,1,220,FALSE,NA
5384390,1991,0,0,0,0,220,FALSE,NA
5384390,1992,0,0,0,0,220,FALSE,NA
5384390,1993,0,0,0,0,220,FALSE,NA
5384390,1994,0,0,0,0,220,FALSE,NA
5384390,1995,2,11,2,2,220,FALSE,NA
5384390,1996,0,0,0,0,220,FALSE,NA
5384390,1997,0,0,0,0,220,FALSE,NA
5384390,1998,0,0,0,0,220,FALSE,NA
5384390,1999,2,128,2,2,220,FALSE,NA
5384390,2000,0,0,0,0,220,FALSE,NA
5384390,2001,2,32,2,2,220,FALSE,NA
5384390,2002,0,0,0,0,220,FALSE,NA
5384390,2003,0,0,0,0,220,FALSE,NA
5384390,2004,0,0,0,0,220,FALSE,NA
5384390,2005,0,0,0,0,220,FALSE,NA
5384390,2006,0,0,0,0,220,FALSE,NA
5384390,2007,0,0,0,0,220,FALSE,NA
5384390,2008,0,0,0,0,220,FALSE,NA
5384390,2009,0,0,0,0,220,FALSE,NA
5384390,2010,0,0,0,0,220,FALSE,NA
5384390,2011,0,0,0,0,220,FALSE,NA
5384390,2012,0,0,0,0,220,FALSE,NA
5384390,2013,0,0,0,0,220,FALSE,NA
5384390,2014,0,0,0,0,220,FALSE,NA
5384390,2015,0,0,0,0,220,FALSE,NA
5384390,2016,2,125,2,2,220,FALSE,NA
5384390,2017,1,132,1,1,220,FALSE,NA
5384390,2018,2,15,2,1,220,FALSE,NA
5384390,2019,2,94,2,2,220,FALSE,NA
5384390,2020,1,6,1,1,220,FALSE,NA
5384390,2021,1,83,1,1,220,FALSE,NA
5384390,2022,0,0,0,0,220,FALSE,NA
2705622,1951,1,0,1,0,196,FALSE,NA
2705622,1952,0,0,0,0,196,FALSE,NA
2705622,1953,0,0,0,0,196,FALSE,NA
2705622,1954,0,0,0,0,196,FALSE,NA
2705622,1955,0,0,0,0,196,FALSE,NA
2705622,1956,0,0,0,0,196,FALSE,NA
2705622,1957,0,0,0,0,196,FALSE,NA
2705622,1958,0,0,0,0,196,FALSE,NA
2705622,1959,0,0,0,0,196,FALSE,NA
2705622,1960,0,0,0,0,196,FALSE,NA
2705622,1961,0,0,0,0,196,FALSE,NA
2705622,1962,0,0,0,0,196,FALSE,NA
2705622,1963,0,0,0,0,196,FALSE,NA
2705622,1964,0,0,0,0,196,FALSE,NA
2705622,1965,0,0,0,0,196,FALSE,NA
2705622,1966,0,0,0,0,196,FALSE,NA
2705622,1967,0,0,0,0,196,FALSE,NA
2705622,1968,0,0,0,0,196,FALSE,NA
2705622,1969,0,0,0,0,196,FALSE,NA
2705622,1970,0,0,0,0,196,FALSE,NA
2705622,1971,0,0,0,0,196,FALSE,NA
2705622,1972,0,0,0,0,196,FALSE,NA
2705622,1973,0,0,0,0,196,FALSE,NA
2705622,1974,0,0,0,0,196,FALSE,NA
2705622,1975,0,0,0,0,196,FALSE,NA
2705622,1976,0,0,0,0,196,FALSE,NA
2705622,1977,0,0,0,0,196,FALSE,NA
2705622,1978,0,0,0,0,196,FALSE,NA
2705622,1979,0,0,0,0,196,FALSE,NA
2705622,1980,0,0,0,0,196,FALSE,NA
2705622,1981,0,0,0,0,196,FALSE,NA
2705622,1982,0,0,0,0,196,FALSE,NA
2705622,1983,0,0,0,0,196,FALSE,NA
2705622,1984,0,0,0,0,196,FALSE,NA
2705622,1985,0,0,0,0,196,FALSE,NA
2705622,1986,0,0,0,0,196,FALSE,NA
2705622,1987,0,0,0,0,196,FALSE,NA
2705622,1988,0,0,0,0,196,FALSE,NA
2705622,1989,0,0,0,0,196,FALSE,NA
2705622,1990,0,0,0,0,196,FALSE,NA
2705622,1991,0,0,0,0,196,FALSE,NA
2705622,1992,0,0,0,0,196,FALSE,NA
2705622,1993,0,0,0,0,196,FALSE,NA
2705622,1994,0,0,0,0,196,FALSE,NA
2705622,1995,0,0,0,0,196,FALSE,NA
2705622,1996,0,0,0,0,196,FALSE,NA
2705622,1997,0,0,0,0,196,FALSE,NA
2705622,1998,0,0,0,0,196,FALSE,NA
2705622,1999,0,0,0,0,196,FALSE,NA
2705622,2000,0,0,0,0,196,FALSE,NA
